,index,ident,year,country,year1,countryyear,country3,year11,gdpg,gdp,bb,infl,sacw,govc,ethnf,assas,icrge,m2_1,ssa,easia,lpop,egypt,centam,frz,arms_1,dn1900,eda,beda,meda,wbeda,popdep,lgdp,bb100,infl100,ethnf100,ethnfassas,year2,year3,year4,year5,year6,year7,yearid,policy,edapolicy,eda2policy,gambia6,lgdp2
38,244.0,35.0,6.0,COLOMBIA,1986-89,COL6,COL,4.0,2.3619777851183965,3046.0,-1.1955705659030067,21.497636682799104,1.0,10.070919990160975,6.0,3.25,5.296875,20.89763913430671,0.0,0.0,17.26501544765358,0.0,0.0,0.0,4.775,1.0,0.03884090662481501,0.06557067621602247,-0.026729769591207472,-0.03349420851580128,,8.021584533455107,-0.011955705659030067,0.21497636682799104,0.06,0.195,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.052209035829062,0.11855056616005323,0.004604611470541582,0.0,7.668561108015897
39,245.0,35.0,7.0,COLOMBIA,1990-93,COL7,COL,5.0,1.485389203330545,3300.0,1.0043122786269665,24.105228683005684,1.0,10.356813418569427,6.0,5.0,5.296875,19.832965802199833,0.0,0.0,17.356263338933907,0.0,0.0,0.0,2.275,1.0,0.06987417832607272,0.08369756887071701,-0.013823390544644303,-0.01095391998358625,65.0165,8.101677747454572,0.010043122786269666,0.24105228683005683,0.06,0.3,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.16633479430065,0.2212450420570124,0.015459315522451144,0.0,7.668561108015897
40,268.0,39.0,2.0,COSTA RICA,1970-73,CRI2,CRI,4.0,4.598011452461881,2904.0,-3.2694832772937636,6.561069954864662,0.0,13.69193258461478,7.0,0.0,5.471354,21.031479301736034,0.0,0.0,14.403118040147461,0.0,1.0,0.0,0.0,1.0,0.5155603726766769,0.4633794824928806,0.05218089018379621,-0.00971875922551803,92.72975,7.973844375944687,-0.03269483277293764,0.06561069954864662,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9624748628442701,0.49621389897992535,0.2558282226854372,0.0,7.973844375944687
41,269.0,39.0,3.0,COSTA RICA,1974-77,CRI3,CRI,5.0,2.494488415296159,3329.0,-2.3471865378104675,12.456171733153376,0.0,15.372135661920838,7.0,0.0,5.471354,24.320318986128385,0.0,0.0,14.508958943157548,0.0,1.0,0.0,0.0,1.0,0.32385407520088,0.23861198577864762,0.08524208942223233,-0.014213552844972728,82.818975,8.110427237575024,-0.023471865378104674,0.12456171733153376,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.9431878357200028,0.305455224277821,0.0989229191737711,0.0,7.973844375944687
42,270.0,39.0,4.0,COSTA RICA,1978-81,CRI4,CRI,6.0,-0.6369496789560447,3765.0,-5.506602526486158,15.701962558453697,0.0,17.199223614307314,7.0,0.0,5.471354,30.00888256190158,0.0,0.0,14.626929543602255,0.0,1.0,0.0,0.0,1.0,0.45446037667955275,0.28188539662308026,0.17257498005647248,-0.008853415258433976,75.106725,8.233503140233994,-0.055066025264861575,0.15701962558453697,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.6815470589247932,0.3097361331238028,0.14076279973071154,0.0,7.973844375944687
43,271.0,39.0,5.0,COSTA RICA,1982-85,CRI5,CRI,7.0,-1.9350995811009852,3077.0,-1.2171417719205522,29.44808185604716,0.0,15.262489708726218,7.0,0.0,5.471354,44.44577123891203,0.0,0.0,14.743894866852285,0.0,1.0,0.0,0.0,1.0,2.0359648498420246,1.72944254832503,0.306522301516995,-0.015009437465248378,70.40205,8.031710375322042,-0.012171417719205522,0.2944808185604716,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.7829789028990141,1.5941175244702643,3.245567246338642,0.0,7.973844375944687
44,272.0,39.0,6.0,COSTA RICA,1986-89,CRI6,CRI,8.0,1.9597351595429302,3273.0,-2.3781382372134727,15.238816199849147,1.0,15.743092327200586,7.0,0.0,5.471354,41.05040654345745,0.0,0.0,14.856864427792102,0.0,1.0,0.0,0.575,1.0,1.7899024728457793,1.5598878544309116,0.23001461841486806,-0.017674260179787425,68.8005,8.09346227450118,-0.023781382372134726,0.15238816199849148,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.058765596135887,5.474892104379219,9.799522916192196,0.0,7.973844375944687
45,273.0,39.0,7.0,COSTA RICA,1990-93,CRI7,CRI,1.0,2.6018898820138414,3499.0,-0.932158109518773,17.92872454978436,1.0,16.65903222600172,7.0,0.0,5.471354,39.75852546872759,0.0,0.0,14.95622402265102,0.0,1.0,0.0,0.425,1.0,0.9984064940794932,0.9452804353197465,0.053126058759746804,-0.009887532500165448,67.7551,8.160232492367689,-0.00932158109518773,0.17928724549784358,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.120135865217815,3.115163910243805,3.1101998781094826,0.0,7.973844375944687
46,277.0,40.0,4.0,COTE D'IVOIRE,1978-81,CIV4,CIV,5.0,-2.590328675561082,2237.0,-9.749978554126413,12.430586125212152,0.0,17.23765171337589,86.0,0.0,6.699405,30.92638183066157,1.0,0.0,15.900497942987116,0.0,0.0,1.0,0.4,0.0,0.8453047052323457,0.634265103724341,0.21103960150800458,-0.0022519660100964256,95.8463,7.71289096149013,-0.09749978554126412,0.12430586125212152,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.436824429470681,0.3692497455920016,0.31212854735476553,0.0,7.387090235656757
47,317.0,46.0,2.0,DOMINICAN REPUBLIC,1970-73,DOM2,DOM,5.0,9.53581235236378,1536.0,-0.7226346554344634,7.399005284907973,0.0,9.731424086527857,4.0,0.25,4.515625,15.834320375254256,0.0,0.0,15.342477859418123,0.0,0.0,0.0,0.0,0.0,0.608813203587685,0.5099806294835479,0.09883257410413704,0.009709022035285902,98.97597499999999,7.336936913707618,-0.007226346554344633,0.07399005284907972,0.04,0.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1250916447482697,0.6849706485689316,0.41701917491878565,0.0,7.336936913707618
48,318.0,46.0,3.0,DOMINICAN REPUBLIC,1974-77,DOM3,DOM,6.0,2.858125916856724,2079.0,0.06981872515297935,11.364772206972972,0.0,6.026352467798742,4.0,0.0,4.515625,20.31345201275522,0.0,0.0,15.446579816725034,0.0,0.0,0.0,0.0,0.0,0.3210371496474842,0.23084049092868317,0.09019665871880106,0.024337535325105422,92.39207499999999,7.639642287858013,0.0006981872515297935,0.11364772206972973,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.1238904844654738,0.3608105976487258,0.1158336058317522,0.0,7.336936913707618
49,319.0,46.0,4.0,DOMINICAN REPUBLIC,1978-81,DOM4,DOM,7.0,1.7496662611192537,2092.0,-2.6762380567212625,8.73855314952986,0.0,7.611472755083774,4.0,0.0,4.515625,23.201357954482035,0.0,0.0,15.543317556515857,0.0,0.0,0.0,0.0,0.0,0.5828205677368402,0.3365947473398528,0.24622582039698743,0.037197081712253444,84.141975,7.645875825184813,-0.026762380567212626,0.0873855314952986,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.9726395411444826,0.5668743295731271,0.3303860185972506,0.0,7.336936913707618
50,320.0,46.0,5.0,DOMINICAN REPUBLIC,1982-85,DOM5,DOM,8.0,-1.29207676303571,2256.0,-1.8887204433699782,16.947544450674744,0.0,8.821955627548588,4.0,0.0,4.515625,19.719481499136542,0.0,0.0,15.634588052158199,0.0,0.0,0.0,0.15,0.0,1.0374535203332576,0.7666724696133825,0.27078105071987496,0.007011648459429906,76.39980000000001,7.721348612617949,-0.018887204433699782,0.16947544450674745,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.9117768561953317,0.9459261092182372,0.9813543719836016,0.0,7.336936913707618
51,321.0,46.0,6.0,DOMINICAN REPUBLIC,1986-89,DOM6,DOM,1.0,3.539212438784456,2160.0,0.13028306376632265,24.563683669141323,0.0,9.341634983710358,4.0,0.0,4.515625,17.577210095451406,0.0,0.0,15.72282873902178,0.0,0.0,0.0,0.6,0.0,0.6109455105436083,0.4706121267729831,0.1403333837706252,-0.003717189463292606,70.8862,7.67786350067821,0.0013028306376632265,0.24563683669141323,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.9434979270732737,0.5764258227526173,0.3521647685721173,0.0,7.336936913707618
52,322.0,46.0,7.0,DOMINICAN REPUBLIC,1990-93,DOM7,DOM,2.0,-0.4139979968055041,2166.0,0.789613217223039,24.838152182612603,0.0,4.409119093907138,4.0,0.0,4.515625,23.41629308722832,0.0,0.0,15.806368464576991,0.0,0.0,0.0,0.375,0.0,0.44054441447926107,0.3284569490914373,0.11208746538782378,-0.010627980204248927,66.96805,7.680637427560936,0.00789613217223039,0.24838152182612602,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.9847917866842466,0.4338445210487968,0.19112778050047763,0.0,7.336936913707618
53,324.0,47.0,2.0,ECUADOR,1970-73,ECU2,ECU,4.0,10.314325217642839,1789.0,-2.611412765486787,8.218164624253184,1.0,10.428274385494948,53.0,0.0,5.416667,18.9715324348794,0.0,0.0,15.646524794252949,0.0,0.0,0.0,1.0,0.0,0.36404143202161293,0.28258094620136687,0.08146048582024602,0.022816759390046567,93.65880000000001,7.489412083508719,-0.02611412765486787,0.08218164624253184,0.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1409522802236705,1.1434367660041755,0.41625835772232195,0.0,7.489412083508719
54,325.0,47.0,3.0,ECUADOR,1974-77,ECU3,ECU,5.0,3.6733346642191744,2498.0,-1.3712399797892239,14.4068576194937,1.0,13.972883195435285,53.0,0.0,5.416667,22.691361822319635,0.0,0.0,15.762571473205549,0.0,0.0,0.0,3.65,0.0,0.26685497328607183,0.1658367302453684,0.10101824304070343,0.019914597607659276,91.3095,7.823245690685523,-0.013712399797892239,0.144068576194937,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.1393192283768103,0.8377429488249454,0.22355587222927584,0.0,7.489412083508719
55,326.0,47.0,4.0,ECUADOR,1978-81,ECU4,ECU,6.0,2.3264061758371923,3077.0,-2.0207053328512177,12.058319034754323,1.0,13.864431867441402,53.0,0.0,5.416667,22.643383247800664,0.0,0.0,15.875929180796279,0.0,0.0,0.0,7.35,0.0,0.18613079118790954,0.12160939714475191,0.06452139404315763,-0.0034859509519077,88.3193,8.031710375322042,-0.02020705332851218,0.12058319034754322,0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.127697773205241,0.5821608611233544,0.10835806167952468,0.0,7.489412083508719
56,327.0,47.0,5.0,ECUADOR,1982-85,ECU5,ECU,7.0,-0.8804302318015544,3193.0,-1.452005293878006,26.602974757166493,0.25,12.555864351527612,53.0,0.0,5.416667,22.757335577830776,0.0,0.0,15.984038119947268,0.0,0.0,0.0,7.375,0.0,0.29685654310941295,0.1708212484564463,0.12603529465296662,-0.014442238656527535,84.03167499999999,8.068716192714781,-0.01452005293878006,0.2660297475716649,0.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.3458293681490574,0.39951825384385464,0.11859960774519562,0.0,7.489412083508719
57,328.0,47.0,6.0,ECUADOR,1986-89,ECU6,ECU,8.0,-0.7227359587428595,2885.0,-0.6860397223065055,37.19775758958903,0.0,11.440353881106773,53.0,0.0,5.416667,22.450193512676922,0.0,0.0,16.08427590628118,0.0,0.0,0.0,9.55,0.0,0.37151286106992804,0.33286366232572007,0.038649198744207997,-0.038693383439615675,78.911475,7.9672801789422,-0.006860397223065054,0.3719775758958903,0.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.7109861716995934,0.26414050682927104,0.09813159541660335,0.0,7.489412083508719
58,329.0,47.0,7.0,ECUADOR,1990-93,ECU7,ECU,1.0,1.0571242636609135,2755.0,1.92310045595825,39.985032206285865,0.75,7.794649422217042,53.0,0.0,5.416667,20.319597742573944,0.0,0.0,16.177858725278682,0.0,0.0,0.0,3.5,0.0,0.45434885404313474,0.3315128629938935,0.12283599104924127,-0.009370039733425699,73.525475,7.9211727215870145,0.0192310045595825,0.39985032206285864,0.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.468063487940701,1.1213618174515596,0.509489456726843,0.0,7.489412083508719
59,332.0,48.0,3.0,EGYPT,1974-77,EGY3,EGY,4.0,7.86319303224432,1175.0,-18.15688741293913,10.146709956126976,0.0,22.48269119882483,4.0,0.25,4.348958,36.991650564451525,0.0,0.0,17.48834954895916,1.0,0.0,0.0,68.6,0.0,4.06619465048048,3.7073553616183643,0.35883928886211575,0.07937480395329821,79.227875,7.069023426578259,-0.18156887412939132,0.10146709956126976,0.04,0.01,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.10669806597030346,-0.4338551050650612,-1.7641393072991982,0.0,7.0587581525186645
60,333.0,48.0,4.0,EGYPT,1978-81,EGY4,EGY,5.0,5.012880990978119,1465.0,-11.502596139859385,12.136804577890302,0.0,18.081029296216798,4.0,0.0,4.348958,49.03469095322763,0.0,0.0,17.58134468745334,1.0,0.0,0.0,6.875,0.0,1.8343491431633798,1.4961667573361246,0.33818238582725524,0.0668249250891785,78.1082,7.289610521451167,-0.11502596139859385,0.12136804577890302,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.3209650567840564,0.5887619768972194,1.0799950278485921,0.0,7.0587581525186645
61,334.0,48.0,5.0,EGYPT,1982-85,EGY5,EGY,6.0,5.510412502424233,1732.0,-12.173101192852931,13.973127410274245,0.0,17.57699657219898,4.0,0.0,4.348958,63.55726026873204,0.0,0.0,17.662766216076136,1.0,0.0,0.0,10.625,0.0,1.723656299272638,1.5156535698002547,0.2080027294723833,0.09015860558024413,79.8821,7.4570320891223805,-0.12173101192852931,0.13973127410274244,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.24939572365165474,0.42987251008383276,0.7409524598901389,0.0,7.0587581525186645
62,335.0,48.0,6.0,EGYPT,1986-89,EGY6,EGY,7.0,1.0824899682095657,1927.0,-8.211917280738614,18.730567036130285,0.0,15.190549034806306,4.0,0.0,4.348958,83.63708665710425,0.0,0.0,17.741105052702498,1.0,0.0,0.0,21.0,0.0,1.3868805292317772,1.2794365192842414,0.10744400994753583,0.007585702648784152,,7.563719668414366,-0.08211917280738615,0.18730567036130286,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.45402595051471156,0.6296797505348039,0.8732905856682422,0.0,7.0587581525186645
63,336.0,48.0,7.0,EGYPT,1990-93,EGY7,EGY,8.0,-0.6464122124206328,1912.0,-2.522229086405625,14.427932753980244,0.0,13.253834447373992,4.0,1.25,4.348958,86.58015044298743,0.0,0.0,17.81944479148123,1.0,0.0,0.0,15.4,0.0,2.9465802696843166,2.8039275932778778,0.14265267640643897,-0.002449436074919267,80.4137,7.555905093611346,-0.02522229086405625,0.14427932753980244,0.04,0.05,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.903639376788688,2.66264595855538,7.845700046633968,0.0,7.0587581525186645
64,338.0,49.0,2.0,EL SALVADOR,1970-73,SLV2,SLV,2.0,1.3067694037947053,1810.0,-0.3570464102098146,2.735802909662638,0.0,10.50880380888052,17.0,0.0,2.583333,22.641501585146173,0.0,0.0,15.13244412277832,0.0,1.0,0.0,0.767,0.0,0.3628299876275353,0.257223119219,0.10560686840853531,0.03893067960910038,96.45685,7.501082124259871,-0.003570464102098146,0.027358029096626383,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2153114599017267,0.4409514419597454,0.1599904062305983,0.0,7.501082124259871
65,339.0,49.0,3.0,EL SALVADOR,1974-77,SLV3,SLV,3.0,1.9624505191159436,1985.0,0.06192084682506132,12.763577111871239,0.0,11.328706509520918,17.0,1.25,2.583333,26.06147560786656,0.0,0.0,15.231996409485852,0.0,1.0,0.0,0.575,0.0,0.2959988412793285,0.1402497069502187,0.1557491343291098,0.0031215543935857915,95.444075,7.59337419312129,0.0006192084682506132,0.12763577111871238,0.17,0.21250000000000002,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.103793463079526,0.326721586083237,0.09670921090158255,0.0,7.501082124259871
66,340.0,49.0,4.0,EL SALVADOR,1978-81,SLV4,SLV,4.0,-6.389962210203359,2330.0,-3.4507169659826435,13.9829409488459,0.0,13.894626621611497,17.0,5.5,2.583333,29.374578950484615,0.0,0.0,15.31228076659496,0.0,1.0,0.0,0.775,0.0,0.7715114420868328,0.44819082944750277,0.32332061263933,0.01529683334371235,96.396475,7.753623546559746,-0.034507169659826434,0.139829409488459,0.17,0.935,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.8463057228608633,0.652934548690724,0.5037464752486958,0.0,7.501082124259871
67,341.0,49.0,5.0,EL SALVADOR,1982-85,SLV5,SLV,5.0,-1.7541053275082596,1744.0,-3.765289900088422,13.659040856138894,0.0,15.783597413876398,17.0,5.0,2.583333,29.76929024275081,0.0,0.0,15.357526863827907,0.0,1.0,0.0,1.1,0.0,3.071244057786753,2.6650490205550312,0.4061950372317217,0.002001761613394502,96.739625,7.463936604468925,-0.03765289900088422,0.13659040856138893,0.17,0.8500000000000001,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.829301587937441,2.5469875740659838,7.82242045210685,0.0,7.501082124259871
68,342.0,49.0,6.0,EL SALVADOR,1986-89,SLV6,SLV,6.0,-0.47053140320842957,1813.0,-0.6589402459727361,21.048370909950187,0.25,13.213154234491498,17.0,1.25,2.583333,34.08142235342897,0.0,0.0,15.41524403431061,0.0,1.0,0.0,8.525,0.0,3.8296550250788033,3.5012627826053135,0.3283922424734906,-0.001159079877707789,93.275775,7.502738210754851,-0.0065894024597273615,0.21048370909950187,0.17,0.21250000000000002,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.4777724761453346,5.659358789193127,21.67339182575735,0.0,7.501082124259871
69,343.0,49.0,7.0,EL SALVADOR,1990-93,SLV7,SLV,7.0,3.4979552825947113,1824.0,-2.1671689865135972,15.656672047297837,1.0,9.471136244578062,17.0,3.25,2.583333,28.536789366890762,0.0,0.0,15.491564051702234,0.0,1.0,0.0,9.575,0.0,2.8600429783306636,2.23982284523069,0.6202201330999731,-0.015745259778653216,87.15895,7.508787170634276,-0.02167168986513597,0.15656672047297837,0.17,0.5525,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0673644823142827,8.772794249623836,25.090568593976275,0.0,7.501082124259871
70,362.0,52.0,5.0,ETHIOPIA,1982-85,ETH5,ETH,2.0,-12.203860521492516,322.0,-6.648662796377957,7.64420959058596,0.0,15.464675991814476,69.0,0.0,4.416667,26.45341429453642,1.0,0.0,17.49583224865278,0.0,0.0,0.0,116.35,0.0,3.167896692789826,1.8103801444128633,1.3575165483769627,0.24332673415342726,93.282325,5.7745515455444085,-0.06648662796377958,0.0764420959058596,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.7160268661438646,2.268299141205812,7.185737347683896,0.0,5.69035945432406
71,363.0,52.0,6.0,ETHIOPIA,1986-89,ETH6,ETH,3.0,2.7313170107319706,312.0,-5.248602718510035,0.3963962984544711,0.0,16.346381440475668,69.0,0.0,4.416667,26.80909368190641,1.0,0.0,17.604023786208973,0.0,0.0,0.0,98.125,0.0,4.322815590050982,2.5273192547545484,1.7954963352964328,0.29784649699027355,93.470825,5.7430031878094825,-0.05248602718510034,0.003963962984544711,0.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.9131912065485559,3.9475571843655635,17.064561739193216,0.0,5.69035945432406
72,387.0,56.0,2.0,GABON,1970-73,GAB2,GAB,3.0,6.028273959073793,3704.0,-10.943513345747983,4.24549923919173,0.0,17.92127341017417,69.0,0.0,5.375521,15.269702740440113,1.0,0.0,13.201959831675472,0.0,0.0,1.0,0.0,1.0,3.3934017505927394,2.164051989688305,1.2293497609044346,0.0,61.917875,8.21716859576607,-0.10943513345747982,0.0424549923919173,0.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4695610357202589,1.5934092406232665,5.4070777065416396,0.0,8.21716859576607
73,388.0,56.0,3.0,GABON,1974-77,GAB3,GAB,4.0,12.270040536254001,5030.0,-11.380108681478196,16.946395691886007,0.0,12.534642123421632,69.0,0.0,5.375521,16.336833379943116,1.0,0.0,13.389492426082905,0.0,0.0,1.0,0.0,1.0,1.3425423866333341,1.2406216485489163,0.1019207380844178,-0.0034295967759101096,61.56779999999999,8.523175263093785,-0.11380108681478196,0.16946395691886007,0.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.26210739186369764,0.3518902834269272,0.47242762094506724,0.0,8.21716859576607
74,389.0,56.0,4.0,GABON,1978-81,GAB4,GAB,5.0,-9.535882641788573,5408.0,2.110712205057223,9.464981581695087,0.0,13.311003084386963,69.0,0.0,5.375521,16.313218837169956,1.0,0.0,13.56975866576805,0.0,0.0,1.0,1.3,1.0,1.2203729235738692,1.0467498410880665,0.17362308248580258,-0.000675125235373679,62.19253333333333,8.5956346177228,0.021107122050572233,0.09464981581695087,0.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.2901502359388044,1.5744644152821559,1.921433741540907,0.0,8.21716859576607
75,390.0,56.0,5.0,GABON,1982-85,GAB5,GAB,6.0,-0.040524613531722764,4226.0,0.4892579523057963,9.5901447247434,0.0,17.45005362110789,69.0,0.0,5.375521,18.482846013451933,1.0,0.0,13.659966073909702,0.0,0.0,1.0,3.7,1.0,1.8434940712077277,1.5734231858447467,0.2700708853629812,-0.00038625536883067467,72.29719999999999,8.349011198176003,0.004892579523057963,0.095901447247434,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.177411811467639,2.1705516938105434,4.001399178789628,0.0,8.21716859576607
76,391.0,56.0,6.0,GABON,1986-89,GAB6,GAB,7.0,-1.9001591780902771,4030.0,-4.769333630488077,0.6207620888232679,0.0,21.542692546232793,69.0,0.0,5.375521,18.313195184405878,1.0,0.0,13.728472816990754,0.0,0.0,1.0,4.3,1.0,1.7806820222931816,1.5490922364290556,0.23158978586412612,-0.02104720267654955,,8.301521654940728,-0.047693336304880776,0.006207620888232679,0.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.9428603623816708,1.6789344968258757,2.9896484751056853,0.0,8.21716859576607
77,392.0,56.0,7.0,GABON,1990-93,GAB7,GAB,8.0,0.7420640830078096,3958.0,0.8898676173861811,-0.42252109309075525,0.0,17.4884991568013,69.0,0.0,5.375521,21.063457845097616,1.0,0.0,13.798178216996858,0.0,0.0,1.0,1.275,1.0,1.8710004196465826,1.7729570225327784,0.09804339711380392,-0.007392076278756484,78.847,8.28349412616251,0.008898676173861812,-0.0042252109309075525,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.3448186213083675,2.516156204816494,4.707729315108013,0.0,8.21716859576607
78,394.0,57.0,2.0,"GAMBIA, THE",1970-73,GMB2,GMB,2.0,-0.18974306790557893,722.0,-1.3949810804658085,4.008922614787036,0.0,12.479467567764807,73.0,0.0,5.625,21.793653076855595,1.0,0.0,13.098248947634051,0.0,0.0,0.0,0.0,0.0,2.1464370675119477,1.2243361318688573,0.9221009356430905,0.2679898743078555,81.136675,6.582025138892826,-0.013949810804658085,0.040089226147870353,0.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1264655997493007,2.4178875185789765,5.1898433949523985,0.0,6.582025138892826
79,395.0,57.0,3.0,"GAMBIA, THE",1974-77,GMB3,GMB,3.0,3.8611294783938988,881.0,-3.5672293378011726,14.822442447859496,0.0,13.736201888385224,73.0,0.0,5.625,26.85311963612517,1.0,0.0,13.229860808231727,0.0,0.0,0.0,0.0,0.0,3.224482832975755,1.8470703483743793,1.3774124846013758,0.23157766163092852,82.02105,6.78105762593618,-0.03567229337801173,0.14822442447859496,0.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8265935484524758,2.6653367068335214,8.594332455284823,0.0,6.582025138892826
80,396.0,57.0,4.0,"GAMBIA, THE",1978-81,GMB4,GMB,4.0,-0.7028197370694267,1179.0,-8.59511980818322,6.702449991876735,0.0,19.456430675131692,73.0,0.0,5.625,22.687843509128466,1.0,0.0,13.355388346306153,0.0,0.0,0.0,1.675,0.0,7.098534456050527,3.968848592677146,3.129685863373382,0.3758041078693662,83.50922499999999,7.072421900537371,-0.0859511980818322,0.06702449991876736,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5959584362834284,4.230431494331909,30.029863726476375,0.0,6.582025138892826
81,397.0,57.0,5.0,"GAMBIA, THE",1982-85,GMB5,GMB,5.0,0.49075414029273734,872.0,-6.414093578329229,14.300422267051815,0.0,17.91385038470692,73.0,0.0,5.625,22.633363474361182,1.0,0.0,13.476597996170208,0.0,0.0,0.0,0.0,0.0,7.896466570198861,4.838860202088907,3.057606368109954,0.5398916329462161,85.46185,6.77078942390898,-0.06414093578329229,0.14300422267051816,0.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.6390239509321662,5.046031266092248,39.845817204875665,0.0,6.582025138892826
82,398.0,57.0,6.0,"GAMBIA, THE",1986-89,GMB6,GMB,6.0,-0.6068070934568626,843.0,0.021123785382340516,21.24109089035554,1.0,24.079668423408325,73.0,0.0,5.625,25.85323991574915,1.0,0.0,13.629408965830176,0.0,0.0,0.0,5.2,0.0,12.723948541977666,7.179311700781539,5.544636841196129,1.23901488660541,84.12814999999999,6.736966958001855,0.00021123785382340515,0.2124109089035554,0.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.1390784795895383,39.94147304352678,508.2132476966228,1.0,6.582025138892826
83,399.0,57.0,7.0,"GAMBIA, THE",1990-93,GMB7,GMB,7.0,-1.3297017169829228,799.0,1.9155653511565316,8.77455213684848,1.0,18.394388337815744,73.0,0.0,5.625,24.28376061041816,1.0,0.0,13.795464981158252,0.0,0.0,0.0,6.2,0.0,9.39367762210412,5.1889203105769495,4.204757311527171,0.8741185720745994,80.99842500000001,6.683360945766275,0.019155653511565316,0.08774552136848479,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.4430451897718135,32.34285655105272,303.81836781854753,0.0,6.582025138892826
84,415.0,60.0,2.0,GHANA,1970-73,GHA2,GHA,7.0,1.1283417369813087,1059.0,-4.199798672466653,9.497165563111821,0.0,12.331564652037605,71.0,0.0,3.695313,20.529176739537142,1.0,0.0,16.00881998107661,0.0,0.0,0.0,0.667,0.0,1.0675040943307532,0.9155674207071579,0.1519366736235954,0.048829048958401663,93.018225,6.9650803456014065,-0.041997986724666536,0.09497165563111822,0.71,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8577458085649039,0.9156471625380773,0.9774570949717342,0.0,6.9650803456014065
85,416.0,60.0,3.0,GHANA,1974-77,GHA3,GHA,8.0,-4.454855639214372,1091.0,-8.137867508802882,41.126677038616144,0.0,12.528167469934143,71.0,0.0,3.695313,21.065759631271437,1.0,0.0,16.107886716670166,0.0,0.0,0.0,0.0,0.0,0.9828767360550081,0.6768905706861592,0.30598616536884904,0.15581254963649774,92.50525,6.994849985833071,-0.08137867508802882,0.41126677038616144,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.14597912268095825,0.14347948363283386,0.1410226465638977,0.0,6.9650803456014065
