Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.15288011867405,5.33656173959681,8.6276115239783,4.86057745446246,8.66034140990358,5.82265200908004,9.09601229275794,9.93513452713715,5.75744316336832,2.52400629302036,2.4301540768144,1.87827321326804,1.45414181982394,1.31777091067636,1.57012370140643,1.08825314381959,1.33313457309405,1.25721734329902,-0.287345138017569,0.904052349664966,0.320165320110577,0.39874576212863,0.613063573344757,0.399570241273602,0.552842873768064,0.684025319996419,0.0472242295598367,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0972153524096154,0.0684831704513925,0.0975609720312409,0.0917714978031434,0.117161712630748,0.108917096512685,0.105095545577396,0.0659405783281385,0.713270812862532,0.0461133061975673,0.105013766132733,0.038521727801546,0.0857332582916537,0.193915413123619,0.153068666862696,0.139938142800956,0.167882774141665,0.0667226504205483,0.0543537341015328,0.218778025839011,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.68856368095329,7.91004427927702,1.91631726820962,3.09815061218882,4.29204662992795,5.18456905143639,4.18235041917027,3.54631196154776,6.64986357506037,5.10928463529181,1.8620233421619,3.14233314883872,0.242474471649624,-0.0733672219315214,-0.0427742225075422,1.48264984227129,1.22332081123232,1.13000300980988,1.66916373481486,1.28160826216376,1.20788700354269,1.5585316837708,1.68472775990237,2.24997208331013,0.647443117921149,0.517221722569623,0.794656498375358,0.786694937857423,1.6544424404786,0.51570027102389,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.7780292158348,61.174248056876,57.9552892951242,51.8588027229588,42.3352629719696,35.1949227269402,46.3261109367945,40.4819707173557,37.5465710210567,33.6784084426771,43.3528646216346,52.0188804926379,39.4700559108787,35.1056125196116,43.2146277483541,40.9541046129717,34.7833452898103,24.4557073341126,24.8863043883569,13.2613854235874,12.6232016926833,10.7458542738671,12.0058345797575,10.9396366232034,9.7459101578481,9.16905625479061,8.55128526666221,11.388015932095,10.5702676853281,8.01501488295775,5.77363814258878,6.30148507810092,6.69408427707101,4.41810705490655,4.27689810665216,3.63444263299432,5.42029168876666,5.9572116689388,5.04873866505846,5.36860727024908,4.97133477815719,6.38078453665149,4.49676067050255,6.54322279778131,8.98112786377005,5.72382745312294,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Barbados,BRB,..,..,..,..,..,..,..,0.633690068773842,0.805607344777216,1.05159796587827,1.56724814664548,2.91163023441465,2.63353264878054,2.25092417477219,1.56693827940857,1.71978587770279,2.1000033994587,1.48153262443442,2.40576551267669,1.33059332436601,1.14642620538934,1.53025008698817,1.25267196777857,2.18510105755343,0.71889344603428,0.809465410660687,0.584914370618663,0.652175675405361,0.235985110514888,0.111710795874861,0.245641027663264,0.25567056298763,0.174701320361769,0.59578193932567,0.323705467251771,0.0465682594451654,0.481554762946909,0.432090030214821,1.21141664362852,-0.0388413037150016,0.109605370548722,0.0204438764645512,0.296008882523411,1.17422594170657,1.48098128861566,-0.0269026403535955,-0.0342497167700899,0.691910174097395,0.323065754011741,0.471071746140171,0.616238371193564,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.333183991094799,0.319382092799508,0.281656243897148,0.264575580177656,0.314561692845029,0.354828027162433,0.240501888184207,0.199973178958363,0.214578692319004,0.256036853959331,0.292362189811927,-0.0679708358065326,-0.634606160042781,0.266788747655373,0.466580217981336,2.13427474663685,-0.530741913944547,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.66043589939583,14.1941749548063,15.0328019156154,12.6067111636168,10.8597482539652,10.5590523723672,11.2630013725201,7.0022516750607,7.49785034319636,8.49072069059814,9.24399999682345,5.37123718838869,5.95388097522628,3.39698057473942,3.38297920184612,9.20243413877306,2.48434579909911,3.38780437753823,3.36398785310126,1.6988221430532,0.913762144406659,1.42196202063281,0.873036802048944,2.19654676653152,2.0701218951987,2.93186120238607,2.49040298544792,1.99484859999534,2.28227652367859,4.24512368884515,2.88643528047038,2.19937769878056,2.80215833851,2.70119252000498,2.58268811111796,2.57653569096169,7.15876277117285,5.79314143742878,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.3426507883082,20.1691790181397,18.6101371720531,14.7763144758655,16.136613701054,21.7700374368004,20.6252654168856,11.9561768778095,11.7594391629097,19.7223235846042,17.0457943476868,19.8823216180476,24.4685285401776,21.0700618675588,31.9172811922213,66.0219094715149,54.2797953013255,29.4385766742454,34.7680327462911,37.4080917825764,39.1667973891903,30.3060119990122,35.983419617092,27.8312695662122,25.3845607486121,23.8728569087325,32.8407176037858,35.8862812214377,23.5998109838104,26.5820843181146,32.891288283225,29.3780794259099,27.5450485983081,21.6898042056759,25.8211498897219,29.2171888199704,28.7785035365992,27.7200437552222,18.4950273149438,18.4465662369895,13.6748749667571,11.9440371918152,12.9592277458566,16.3129213669349,11.8967793922853,13.1772410616758,24.5389712824969,15.5707071528224,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.6183306855765,15.6017914574636,9.46012607004572,13.7935703221107,9.49864456532925,8.32401661783733,12.0748516912457,10.6530452500806,10.320315124755,7.05901584473143,3.59975639017008,8.09578779364987,7.19421287776252,12.0059227371003,14.8143228261453,10.5455516843938,..
